Text,H1,H2,H4,H5,H6,H7,H9,H10,polarity
استثنائي. ياليت يوفرون باص لذهاب للمسجد لصلاة الجمعة  مثل الخدمة التي يقدمونها لذهاب الى الشاطئ يوميا اعجبني الموقع وقريب من الخدمات والبقالات والمطاعم خلف الفندق وتأجير السيارات تحت الفندق مناسب جدا للعائلات وخصوصا انه قريب من الامارات مول. اذا دفعت مبلغ الاقامة مثلا ل ٤ ليالي مقدما وبعدين حبيت تعمل خروج بعد ٣ ليالي مافي استرداد للمبلغ الباقي تخسر الليلة والمبلغ المتبقي وبعدين حكاية ضريبة الخدمة وضريبة المدينة المفروض تكون شامله السعر لاني رأيت زبون عامل مشاكل على هذة الحكاية لم ينتبه أثناء الحجز ارجو تعميم جميع الضرائب تكون شامله سعر مكان الاقامه,0,0,0,0,1,1,1,1,negative
جيد. . خدمة الظافه ضعيفه جدا,0,0,0,1,0,0,0,0,negative
ضعيف جداً. فندق سيء جدا ويحتوي على حشرات وبق فراش احمر. الحمام سيء جدا وغير نظيف ملوث حامل للامراض يحتوي على فطر الاسبرجلس في الاطراف,1,0,0,0,0,0,1,1,negative
بصراحه سويفل مش ذى الأول كنتم بتهتم بالشكاوى وده كان دليل على المصداقية دلوقتى انا كاتب شكوى ف سواق بقالى شهرين ومحدش رد عليا ده غير المغالاه فى الاسعار مع سوء الخدمه,0,0,0,1,1,1,1,0,negative
“فندق غير موفق”. قربه من الحرم. الغرف صغيره جدا تصريف المياه بالحمام سئ مايستاهل السعر ابدا وفوق هذا كله اعطوني غرف غير اللي حجزت !! الفطور سئ,0,0,1,0,1,0,0,1,negative
ضعيف جداً. لا يوجد لديه غير شيئ انه قريب من صحارى مول فقط ...ولا الفندق أعطيه نجمة واحدة. أسوء فندق شفته في حياتي -لا يوجد نظافة والحمامات سيئة وذو رائحة كريهة والسجاد قمة في القذارة والخدمة ضعيفة جدا والباركنات ضيقة جدا جدا,1,0,0,0,0,1,1,1,negative
“سيئه”. لا شئ. خدمه شيئا للغايه وغرفه سيئه,0,0,0,1,0,0,0,0,negative
استثنائي. . اللوبي صغير جدا,0,1,0,1,0,0,0,0,negative
مخيب للأمل. . النظافة الاثاث متسخ وقديم,0,0,0,1,0,0,0,0,negative
“اسوء اقامه في حياتي كانت وباذن الله ماراح ازوره ابدا”. . وللاسف خدمه سيئه طلبت سرير اطفال انتظرت 4 ساعات علشان يجيبونه والخدمه بشكل عام اسوء من السيئه مافيه احد يرد على الاتصال لا استقبال ولا خدمه غرف,1,0,1,1,0,1,0,0,negative
مخيب للأمل. تعامل موظفي الاستقبال موقع الفندق قريب من الخدمات والمطاعم. اولا غش في الصور في البوكينق لان في البوكينق كبيرة الغرف وهي اللي اغرتنا وفي الواقع مختلفه تماماثانيا تعامل عمال النظافة سيء جدا والتاخير عند اي طلب ثالثا عدم الاهتمام بمصلى الفندق حيث الرائحة الكريهة والتكييف ضعيف ......الخ,1,0,0,0,0,1,1,1,negative
“لن افكر في السكن فيه مره اخرى.”. الموقع فقط.. منظر الفندق يغريك من الخارج، ولكنه سيء من الداخل، الموكيت مستهلك..الفطور جايبنه في صينية من غير طاوله اضطررت اني اكل على الارض، والمعروف نظام الخمس نجوم يجيك الفطور في الغرف على طاوله!!!,0,0,0,0,1,1,1,1,negative
مخيب للأمل. قرب الفندق من الحرم. صعوبة الوصول له بالسيارة .تفاجأت بوجود وزغ واحد بالحمام والثاني بالغرفة .أغطية الأسرة واللحف لم تكن نظيفة بالمستوى المطلوب.مناشط الحمام نظيفة لكن راحتها كريهةلاتوجد مناشف صغيرة لإرضية الحمام ولا مناشف ايديلاتوجد فرش ومعجون أسنان وموس حلاقة تعطل نظام الدفع بالبطاقة في الفندق مما اضطر ابحث عن آلة صراف قريبة,0,0,0,0,1,1,1,1,negative
“سيء جداً”. لا شيء. كل شيء,1,0,0,1,0,0,0,0,negative
“غير سعيد”. قرب الفندق من السوق. عدم نظافه السرير عدم ترتيب الشاطئ ونظافهعدم وجود لوحات إرشادية بعد المواقفلايوجد رف للصابون في الشور,0,0,0,0,1,0,1,1,negative
“جيد”. . صغر حجم السرير,0,1,0,1,0,0,0,0,negative
“موقع سئ للسياحة”. الحديقة الخارجية فقط. للاسف حجزي غرفتين نوم ولكن الموجود غرفة نوم وصالة فيها سريرين وصالة معيشة والمطبخ جدا وسخ وفيها رائحة كريها والحمامات كذلك والصراصير وشراشف السرر فيها بق وغير مريحة والبحر غير مؤهل للسباحة وغير نظيف والسعر غالي بالنسبة لمستوى الشالية وانصح بعدم تكرار الزيارة,0,0,0,0,1,1,1,1,negative
"أسوء معاملة على الإطلاق . مافي مصداقية وتأخير الطلبات . ومابيتحمل مسؤلية 
إلغاء الطلب . لغولي الطلب لحالن والجواب انو خطأ من عندن واطلبي من مطعم تاني 
من الاول يعني الساعة ٩ وربع طلبت و١١ ونص وانا بتابع الطلب والولاد قايقين 
وبدن ياني اطلب من جديد وانتظر كمان ساعة . وخدمة العملاء السيد بهاء هو الي 
اتواصل معي سألتو ليش ما خبرتوني عالاقل قبل بوقت انو التغى الطلب .مع العلم 
اني فتحت ٣ محادثات لتكرمو وردو علي . ولو فيي كنت حطيتلكن صور المحادثات . 
صدقا اي شخص محلي كان اتدايق .مو مشان الاكل بس لانو الطلب كان وجبات للاطفال 
. بكل الاحوال قبل كنتو شركة محترمة وهلق خسرتو كل مصداقيتكن ومهملين لأبعد 
الحدود .",1,0,0,0,0,1,1,1,negative
ضعيف. الموقع. الاستقبال,0,1,0,1,0,0,0,0,negative
ضعيف جداً. لا شي. كل شي لم يعجبني في الفندق وتم تقديم شكوى لأدارة الفندق,0,0,0,0,0,0,1,1,negative
“فندق سيء جدا”. . المكيفات حاره جداًالتي في مو شغالالنظافه مش ولابدومافي حل بديل من موظفي الهوتيلانصح بعدم النزول فيه وتجربه لن تتكرر,1,0,0,0,0,0,1,1,negative
"“سيء جدا / so bad”. الفندق سيء جدا جدا جدا ماديييين و تعامل طاقم الفندق سيء لأقصى حد و ازعاج و فعليا اسوأ مكان اقامة اجربه بحياتي وكثيره عليه ثلاث نجمات This hotel is very bad and I do not want to return again and I advise you to do a final Nuisance, very materialistic, treated badly, uncomfortable.. عدم احترام طاقم العمل والتعامل باسلوب سيء ماديين جداغير امينين ازعاجغير متعاونين نهائيا",1,0,0,0,0,1,1,1,negative
“Never will be a 5star hotel”. المطعم اليابانيالموقع. الغرفة سيئة جدا السرير وسط الغرفة والمكتب خلف السرير ولا يوجد افياش كهرباء بجوار السريرلا يوجد عوازل تسمع كل ما يحدث من حولك حتى اذا فتح جارك الستارة تسمع وتسمع مشي أقدام اللي فوقك يعني اذا نومك خفيف اتحدى لو تقدر تناميوجد موظف استقبال سوداني شكله من العصر الحجري لايمكن يفهم عليك مخه مقفل لا يوجد احد ياخذ عفشك من السيارة السرير مرتبته متهالكة جدا تحتاج المراتب الى تغيير انت عربي او اجنبي الجريدة اللي يجيبوها في الصباح باللغة الانجليزيةلا يوجد رشاش في الحمام كانك برى السعوديةبصراحة وعن واقع خبرة من أسوء فنادق العصر وبدون منافس الشيء الوحيد الجيد في الفندق المطعم الياباني واتوقع بعد فترة يلحق بقية الخدمات من الواضح أن إدارة الفندق سيئة للغاية وهذا مش غريب على مجموعة المباركية التي تدير الفندق إهمال لكل فنادقها,0,0,1,0,1,1,0,1,negative
“إقامتي في سيتي ماكس البرشا”. لا شيء.. الغرفة ضيقة جدا/ التكييف سيء جدا والجو حار/ مستلزمات الحمام غير متوفرة أبدا/ الشمس مزعجة والستائر سيئة جدا كعدمها,1,0,0,1,0,0,1,0,negative
تطبيق تعبان بيقولي هذا الحساب مرتبط بهاتف اخر احذف التطبيق ونزلة مرة تانية المصيبة اني عملت كدا فعلا لقيتة جايبلي نفس الرسالة العقيمة كان نفسي يكون فية تطبيق في مصر وبكفائة زي التطبيقات في الدول الاخرى,0,0,0,0,1,1,1,1,negative
